Country,Name,Lat,Lon,Population
Italy,Mirano,45.5,12.1,27169
Norway,Kongsberg,59.665,9.6464,27723
Japan,Itako,35.9472,140.5553,27373
Italy,Lainate,45.5667,9.0333,25763
Brazil,Nova Prata,-28.7839,-51.61,27648
Brazil,Boca da Mata,-9.6408,-36.22,27590
United States,Morgan City,29.7041,-91.192,27728
Romania,Curtea de Arge?,45.1167,24.6667,27359
Brazil,São José do Norte,-32.015,-52.0419,27721
United States,Ramsey,45.2617,-93.4494,27721
China,Zongdi,25.5909,106.3163,27651
United States,Ruston,32.5329,-92.6363,27717
United States,Jeffersontown,38.2048,-85.5701,27715
United States,Glen Ellyn,41.8667,-88.0629,27714
Russia,Zarechnyy,56.8167,61.3167,27617
China,Longtan,40.783,115.5754,27639
Colombia,Supía,5.4506,-75.6514,27489
Colombia,Argelia,2.2558,-77.2492,27670
Belgium,Kapellen,51.315,4.4294,26981
China,Narat,43.3198,84.0147,27572
Spain,Morón de la Frontera,37.1222,-5.4517,27633
India,Bandipura,34.4225,74.6375,27482
Mexico,San Juan Guichicovi,16.9667,-95.0833,27646
Brazil,Bom Jardim,-22.1519,-42.4189,27616
Brazil,Mantena,-18.7819,-40.98,27647
Philippines,Makato,11.712,122.2922,27262
Romania,Bor?a,47.6553,24.6631,27611
United States,Cañon City,38.443,-105.2203,27676
Brazil,Ibotirama,-12.185,-43.2208,27655
South Africa,Lichtenburg,-26.15,26.1667,26338
Japan,Goj?,34.352,135.6937,27578
China,Wangtang,19.9327,110.875,27569
Brazil,Juatuba,-19.9519,-44.3428,27392
Philippines,Cuartero,11.35,122.6667,27408
United States,Monticello,45.298,-93.7984,27665
Brazil,Itacaré,-14.2778,-38.9969,27619
Spain,Lebrija,36.9194,-6.0781,27578
Russia,Oktyabrsk,53.1667,48.6667,26438
United States,Burlington,42.5022,-71.2027,27650
United States,Ashtabula,41.8806,-80.7984,27645
Spain,Santa Perpetua de Moguda,41.5375,2.1819,25999
Brazil,Marco,-3.1239,-40.1469,27595
Germany,Wiesloch,49.2942,8.6983,26758
United States,Temescal Valley,33.7581,-117.4677,27630
Hungary,Orosháza,46.5678,20.6428,27492
China,Xima,37.9763,114.6259,26842
United States,Bridgewater,41.9728,-70.9749,27619
Brazil,Água Azul do Norte,-6.7908,-50.4669,27615
United States,Mint Hill,35.1782,-80.6533,27617
Brazil,Jarinu,-23.1014,-46.7283,27473
Romania,Ro?iori de Vede,44.065,24.9655,27416
Philippines,Dupax Del Norte,16.2864,121.0942,27514
Philippines,Ponot,8.45,123.0333,27388
Nepal,Panauti,27.5833,85.5167,27358
United States,Danvers,42.574,-70.9494,27586
Brazil,Tupanatinga,-8.7528,-37.34,27551
Brazil,São Miguel do Iguaçu,-25.3478,-54.2378,27576
United Kingdom,Stratford-upon-Avon,52.1928,-1.7064,27445
Italy,Tortona,44.8942,8.8656,27299
United States,Milton,42.2413,-71.0844,27572
Spain,Molíns de Rey,41.4139,2.0158,25940
China,Tongyangdao,41.7676,109.9711,27476
United States,Spring,40.3037,-76.0263,27568
United States,Whitehall,40.6571,-75.5046,27567
Brazil,Piracuruca,-3.9278,-41.7089,27553
Brazil,Lapão,-11.3828,-41.8319,27521
Hungary,Jászberény,47.5,19.9167,27439
United States,Neptune,40.2105,-74.0539,27563
Germany,Neckarsulm,49.1917,9.2244,26492
Japan,Niimi,34.9772,133.4703,27526
Colombia,Ciudad Bolívar,5.8494,-76.0203,27458
Brazil,Miguel Calmon,-11.4289,-40.595,27536
China,Haiyang,39.9534,119.5431,27105
Spain,Almazora,39.9403,-0.0625,26742
Philippines,Buenavista,10.0833,124.1167,27261
Germany,Geilenkirchen,50.9653,6.1194,27214
Nepal,Bidur,27.89,85.1597,26750
Turkey,?psala,40.9181,26.3831,27498
Brazil,Santa Rita do Passa Quatro,-21.71,-47.4778,27502
Philippines,Placer,9.657,125.6016,27094
United Kingdom,Ashford,51.434,-0.464,27382
Australia,Gawler,-34.5981,138.745,26472
United States,Statesville,35.7842,-80.8714,27528
Thailand,Kathu,7.9112,98.3475,26078
Colombia,Repelón,10.4944,-75.1242,27445
Russia,Verkhniy Ufaley,56.05,60.2333,27498
Italy,Terlizzi,41.1333,16.55,27125
United States,Gloversville,43.0491,-74.3465,27512
France,Miramas,43.5822,5.0019,26470
France,Rambouillet,48.6444,1.8308,26736
Chile,Chillán Viejo,-36.6229,-72.1317,27359
Brazil,Campos Sales,-7.0739,-40.3758,27470
United States,Gladstone,39.2133,-94.5593,27489
Philippines,Pilar,9.8333,124.3333,27256
United States,Deer Park,40.7623,-73.3219,27479
Norway,Sola,58.88,5.6286,27153
China,Bo’ao,19.1607,110.5809,27155
China,Kedu,25.6063,107.0084,27363
Philippines,Reina Mercedes Viejo,16.9833,121.7833,26998
United Kingdom,East Grinstead,51.129,-0.007,26383
China,Longdian,37.9033,115.8744,27084
United States,Fremont,41.4396,-96.4879,27456
United States,Queensbury,43.3568,-73.6765,27456
Brazil,Laranjal Paulista,-23.0506,-47.8376,27384
Germany,Rheinbach,50.6256,6.9491,27063
United States,Garfield Heights,41.4199,-81.6038,27448
Australia,Maryborough,-25.5375,152.7019,27282
United States,Seneca,34.6815,-82.9609,27439
Brazil,Barcelos,-0.975,-62.9239,27433
Italy,Vimercate,45.6167,9.3667,26170
Germany,Overath,50.9328,7.2839,27040
Philippines,Mabini,9.865,124.523,27171
Mexico,Zempoala,19.9167,-98.6667,27333
United States,Florence,33.059,-111.4208,27422
United Kingdom,Thatcham,51.405,-1.264,26217
United States,Bayonet Point,28.3254,-82.6834,27418
Austria,Klosterneuburg,48.3042,16.3167,27058
China,Zhongshan,34.943,105.8771,27147
Ukraine,Bakhchysarai,44.7528,33.8608,27351
United States,Lansing,41.5648,-87.5462,27402
Netherlands,Drimmelen,51.6944,4.7972,27150
Philippines,San Luis,15.7167,121.5167,27352
Germany,Aschersleben,51.75,11.4667,27220
Mexico,Huaquechula,18.7667,-98.55,26114
United States,Millville,39.3903,-75.0561,27391
United States,Monroeville,40.4262,-79.7605,27380
Syria,Tall Rif‘at,36.4733,37.0972,27086
Brazil,Forquilhinha,-28.7469,-49.4719,27211
Canada,Saint-Constant,45.37,-73.57,27359
Philippines,Valencia,9.6097,124.208,27126
Philippines,Badiangan,10.986,122.5369,27005
United States,St. Helens,45.8571,-122.8164,27353
Thailand,Ban Phonla Krang,14.9192,102.1095,26804
United States,Stafford,39.7049,-74.2643,27347
Philippines,Lapuyan,7.6333,123.2,27264
Philippines,Pitogo,7.45,123.3167,27057
France,Lunel,43.6778,4.1361,26239
France,Orvault,47.2717,-1.6225,26355
Guatemala,Sibinal,15.1333,-92.05,27171
Brazil,Castro Alves,-12.7658,-39.4278,27286
Guatemala,Ixchiguán,15.1642,-91.9333,27176
Mexico,Atitalaquia,20.0583,-99.2208,26904
Spain,Vícar,36.8317,-2.6431,26899
Italy,Enna,37.5667,14.2667,27243
Canada,Grimsby,43.2,-79.55,27314
Brazil,Teutônia,-29.4478,-51.8058,27272
France,Bergerac,44.85,0.48,26833
Spain,La Oliva,28.6167,-13.9333,27234
Mexico,Tepehuacán de Guerrero,21.0131,-98.8442,27240
Italy,Albignasego,45.35,11.8667,26071
Colombia,Puerto Colombia,10.9922,-74.9528,26932
United States,New Windsor,41.4742,-74.1089,27296
France,Gonesse,48.9875,2.4494,25999
Germany,Heiligenhaus,51.3265,6.971,26335
Netherlands,Aalten,51.925,6.5808,27011
Tunisia,El Alia,37.1667,10.0333,27075
Spain,Cangas,42.2642,-8.7819,26582
Brazil,Conchal,-22.33,-47.1728,27132
Brazil,Pombos,-8.1492,-35.4011,27148
Italy,San Giovanni Rotondo,41.7,15.7333,27172
Brazil,Santana,-12.9828,-44.0508,27260
France,Hénin-Beaumont,50.4217,2.9508,26022
Philippines,Santo Niño,17.8861,121.5691,27219
United States,Horn Lake,34.9512,-90.0501,27272
Colombia,San Juan de Urabá,8.7611,-76.5286,27149
Brazil,Itapissuma,-7.7764,-34.8919,26900
Philippines,Candelaria,15.6333,119.9333,27174
Ukraine,Pereyaslav-Khmel’nyts’kyy,50.065,31.445,27088
Romania,Sebe?,45.9547,23.57,27019
Italy,Chivasso,45.1833,7.8833,26730
Portugal,Estarreja,40.75,-8.5667,26997
United States,East Windsor,40.2606,-74.5295,27245
Brazil,Miracema,-21.4119,-42.1969,27154
United States,Prior Lake,44.7251,-93.4409,27241
Brazil,Jardim,-7.5819,-39.2978,27181
Australia,Caboolture,-27.0667,152.967,26433
Spain,Santa Eugenia,42.5667,-8.9833,26848
Italy,Scicli,36.7914,14.7025,27051
United States,Huntley,42.1599,-88.433,27228
Italy,Niscemi,37.15,14.3833,26946
Italy,Galatina,40.1667,18.1667,26887
France,Cavaillon,43.8375,5.0381,26641
Philippines,Kolambugan,8.1144,123.8971,27005
China,Qingshan,27.35,105.02,26509
United States,Maple Valley,47.3659,-122.0368,27202
Mexico,San Agustín Tlaxiaca,20.1144,-98.8867,27118
Belarus,Vilyeyka,54.4833,26.9167,27167
Brazil,Mundo Novo,-11.8589,-40.4719,27165
Mexico,Xalatlaco,19.1811,-99.4164,26865
Italy,Fidenza,44.8667,10.0667,26898
Belgium,Willebroek,51.0597,4.3581,26223
Brazil,Porto da Folha,-9.9169,-37.2778,27146
United States,Oak Forest,41.6054,-87.7527,27173
Germany,Schloß Holte-Stukenbrock,51.8833,8.6167,26776
Russia,Mayskiy,43.6333,44.0667,27074
United States,Pemberton,39.9562,-74.6,27169
United States,Glen Cove,40.8709,-73.6287,27166
Netherlands,Ermelo,52.3,5.6331,26858
China,Liqizhuang,39.9703,117.0013,26667
France,Gradignan,44.7725,-0.6156,25552
Netherlands,Werkendam,51.8097,4.8928,26940
Germany,Wangen im Allgäu,47.6858,9.8342,26905
Hungary,Szentes,46.6519,20.2572,27080
Brazil,São Joaquim,-28.2939,-49.9319,27139
Tanzania,Sikonge,-5.6295,32.77,27113
France,Sens,48.1975,3.2877,25935
Hungary,Kiskunhalas,46.4319,19.4883,27017
France,Saumur,47.26,-0.0769,26734
Brazil,Ubatã,-14.2139,-39.5228,27051
Morocco,Ksebia,34.2933,-6.1594,27059
United States,Shoreview,45.0842,-93.1358,27130
Italy,Assèmini,39.2897,9.0048,26901
United States,Windsor,38.5417,-122.8086,27128
United States,Sterling,41.7995,-89.6956,27127
Philippines,Poona-Piagapo,8.0833,124.0833,27018
Philippines,Garchitorena,13.8833,123.7,27010
France,Montbéliard,47.51,6.8,25395
Germany,Hennigsdorf,52.6378,13.2036,26272
United States,Dodge City,37.761,-100.0183,27104
Belgium,Ronse,50.75,3.6,26337
Philippines,Unisan,13.8413,121.9752,26884
Mexico,Tlaxcoapan,20.0953,-99.22,26758
Russia,Sol’-Iletsk,51.1667,54.9833,27085
Spain,San Pedro del Pinatar,37.8167,-0.75,25932
United States,Colleyville,32.8913,-97.1486,27091
United States,Wilmette,42.0771,-87.7282,27089
United States,Plum,40.5024,-79.7496,27087
United States,Bernards,40.6761,-74.5678,27082
United States,Mount Pleasant,42.7129,-87.8875,27082
Congo (Kinshasa),Libenge,3.6604,18.62,27053
Mexico,Sabanilla,17.2833,-92.55,26921
Brazil,Belo Oriente,-19.22,-42.4839,26994
Italy,Falconara Marittima,43.6296,13.3968,26063
India,P?midi,14.95,77.5833,26886
Brazil,Itamaracá,-7.7478,-34.8258,26672
Mexico,Amatepec,18.65,-100.15,27026
Brazil,Laranjeiras,-10.8061,-37.1717,26902
Slovakia,Ružomberok,49.0786,19.3083,26854
United States,McHenry,42.3388,-88.2931,27061
Germany,Lohne,52.6667,8.2386,26762
Hungary,Kazincbarcika,48.2531,20.6456,26337
United States,Waterville,44.5441,-69.6624,27054
Philippines,Bagac,14.5951,120.3918,26936
Italy,Mesagne,40.5667,17.8,26836
Hungary,Szentendre,47.6733,19.0725,26447
China,Jiangdi,27.012,103.6042,26863
Poland,Wa?cz,53.2779,16.4712,26354
Italy,Quarrata,43.8475,10.9833,26460
United States,Norfolk,42.0327,-97.4208,27032
China,Zuitou,34.0622,107.3127,26948
United States,Shaker Heights,41.4744,-81.5496,27027
United States,Citrus Park,28.073,-82.5628,27026
Brazil,Boquim,-11.1469,-37.6208,26899
Japan,Tarui,35.3703,136.5269,26558
Germany,Teltow,52.4022,13.2706,25825
Argentina,Marcos Juárez,-32.7,-62.1,27004
United States,New Milford,41.6043,-73.4213,27014
United States,Erie,40.0403,-105.0398,27003
United States,Brownsburg,39.833,-86.3824,27001
Brazil,Sanharó,-8.3608,-36.5658,26890
United States,Wakefield,42.5035,-71.0656,26993
Brazil,São Sebastião da Boa Vista,-1.7178,-49.5408,26974
Philippines,Mainit,9.535,125.5231,26741
United States,Chaska,44.8164,-93.6092,26989
Brazil,Aripuanã,-9.17,-60.64,26983
Germany,Strausberg,52.5808,13.8814,26587
United States,Ilchester,39.2187,-76.7684,26974
United States,Shelby,35.2904,-81.5451,26973
Italy,Noicattaro,41.0333,16.9833,26325
Russia,Karpinsk,59.7667,60,26957
Bolivia,Uyuni,-20.4627,-66.824,26958
Brazil,Taquari,-29.8,-51.8597,26885
Germany,Lauf,49.5103,11.2772,26515
United States,Maryland Heights,38.7189,-90.4749,26956
Russia,Kamyshlov,56.85,62.7167,26444
United States,Magna,40.7634,-112.1599,26949
Italy,Pontecagnano,40.65,14.8833,26242
United States,Xenia,39.6828,-83.9414,26947
Italy,Putignano,40.8492,17.1225,26679
United States,Allen Park,42.2595,-83.2107,26940
China,Chuimatan,35.7166,102.8771,26044
Afghanistan,Kh?n?b?d,36.6831,69.1636,26803
Philippines,Balabagan,7.5333,124.1167,26819
United States,Mason City,43.1487,-93.1998,26931
China,Hancun,39.4062,116.6126,26543
United States,New Lenox,41.5097,-87.97,26926
Brazil,Batalha,-4.0239,-42.0778,26905
Mexico,Jaltenco,19.7511,-99.0931,26359
Turkey,P?narba??,38.722,36.391,26911
United States,Hanahan,32.9302,-80.0027,26917
Spain,Cártama,36.7114,-4.6306,26738
Russia,Karasuk,53.7333,78.0333,26902
Italy,Iglesias,39.3103,8.5372,26784
Philippines,Padada,6.6333,125.35,26587
Germany,Hamminkeln,51.7319,6.5908,26739
Norway,Lier,59.8675,10.2142,26811
Netherlands,Dongen,51.6258,4.9433,26051
Philippines,Tibiao,11.2915,122.0354,26748
Philippines,Burdeos,14.8436,121.9697,26760
United States,Kinston,35.2748,-77.5936,26889
United States,Searcy,35.2418,-91.7351,26889
Belgium,Flémalle-Haute,50.6011,5.4628,26174
United Kingdom,Fern Down,50.81,-1.9,26559
Canada,Boisbriand,45.62,-73.83,26884
Poland,Brzozów,49.6953,22.0194,26615
Japan,Miyanaga,33.7236,130.6667,26690
Cuba,Majagua,21.9244,-78.9906,26830
Brazil,Cândido Sales,-15.505,-41.2389,26855
Peru,Pacasmayo,-7.4003,-79.57,26125
Morocco,Tamorot,34.9333,-4.7833,26748
China,Shangxiao,35.4969,107.4914,26686
Brazil,Olindina,-11.3669,-38.3328,26817
Brazil,Ipixuna,-7.0508,-71.695,26860
United States,New London,41.3502,-72.1023,26858
China,Jinju,22.7073,111.8223,26393
Portugal,Lamego,41.0833,-7.8667,26691
Brazil,Nossa Senhora das Dores,-10.4919,-37.1928,26795
United States,West Islip,40.7097,-73.2971,26844
Brazil,Reserva,-24.65,-50.8508,26825
Philippines,Ramon Magsaysay,8,123.4833,26606
Mali,Bafoulabé,13.8064,-10.8322,26823
Ukraine,Sofiyivs’ka Borshchahivka,50.4114,30.3692,26571
Morocco,Sabaa Aiyoun,33.8969,-5.3611,26277
Brazil,Solânea,-6.7778,-35.6969,26734
Netherlands,Rijssen,52.3,6.5167,26428
Colombia,Fortul,6.7931,-71.7714,26798
Philippines,San Juan,17.7422,120.4583,26411
Philippines,Monreal,12.644,123.6648,26614
United States,West Chicago,41.896,-88.2253,26816
Russia,Dyatkovo,53.6,34.3333,26775
Brazil,Nepomuceno,-21.2358,-45.2358,26769
Netherlands,Sliedrecht,51.8222,4.7744,25026
Brazil,Goianinha,-6.2669,-35.21,26669
Philippines,Santa Josefa,7.9842,126.0285,26729
Russia,Novoaleksandrovsk,45.4933,41.2183,26761
France,Saint-Dizier,48.6383,4.9497,26300
Brazil,Santa Helena,-24.86,-54.3328,26767
Brazil,Codajás,-3.8369,-62.0569,26777
Colombia,Los Córdobas,8.8953,-76.3547,26705
Italy,Santeramo in Colle,40.8,16.7667,26592
Germany,Obertshausen,50.0715,8.8482,24943
Italy,Francavilla al Mare,42.4181,14.2919,25663
Russia,Semiluki,51.6833,39.0333,26732
United States,Springettsbury,39.9907,-76.6736,26773
United States,McDonough,33.4399,-84.1509,26768
Italy,Mariano Comense,45.7,9.1833,24956
China,Chuanliaocun,28.2582,120.2118,26602
Colombia,Morales,2.7603,-76.6339,26707
Switzerland,Montreux,46.4333,6.9167,25984
France,La Garde,43.1256,6.0108,25126
Brazil,Piracaia,-23.0539,-46.3581,26688
Philippines,General Luna,13.6881,122.1708,26494
Philippines,Ragan Sur,17.3167,121.7833,26614
Philippines,San Isidro,12.388,124.331,26650
India,Narasannapeta,18.4151,84.0447,26280
Russia,Polysayevo,54.6,86.2833,26212
United States,West Linn,45.3669,-122.6399,26736
Germany,Weiterstadt,49.9,8.6,25975
Philippines,Basay,9.4167,122.6333,26566
United States,Cortland,42.6004,-76.1784,26729
United States,Lemoore,36.2949,-119.7983,26725
United States,Alvin,29.3871,-95.2933,26723
United Kingdom,Bushey,51.6429,-0.3604,25763
Brazil,Corrente,-10.4428,-45.1619,26709
Philippines,Kauswagan,8.1917,124.0847,26278
Russia,Kirzhach,56.15,38.8667,26676
United States,Ocean,40.2519,-74.0392,26709
Brazil,Brasiléia,-11.01,-68.7478,26702
Belgium,Tubize,50.6928,4.205,25914
Sweden,Kiruna,67.8494,20.2544,26703
Bulgaria,Nova Zagora,42.4903,26.0122,26660
China,Yuanyangzhen,34.7847,104.7762,26352
Germany,Hohen Neuendorf,52.6667,13.2831,26159
Romania,Hu?i,46.6731,28.0647,26266
United States,Waynesboro,39.7525,-77.5822,26694
Russia,Krasnoarmeysk,56.1,38.1333,26519
Thailand,Betong,5.7731,101.0725,26640
Brazil,Nova Esperança,-23.1839,-52.205,26615
Philippines,Talisay,14.1333,122.9167,25841
Russia,Sosnogorsk,63.5833,53.9333,26670
Russia,Segezha,63.7415,34.3222,26666
Italy,San Giovanni Lupatoto,45.3833,11.0333,25337
United States,Marshalltown,42.0341,-92.9067,26666
United States,Lebanon,43.6353,-72.2531,26666
Brazil,Planalto,-14.67,-40.4708,26632
United States,Wappinger,41.59,-73.8918,26660
United States,Lower Providence,40.1485,-75.4267,26650
United States,Thomasville,35.8813,-80.0807,26649
Germany,Unterhaching,48.0658,11.61,24980
Turkey,Maçka,40.8186,39.6136,26626
Brazil,Goiás,-15.9339,-50.14,26631
United States,Temple Terrace,28.0437,-82.3774,26639
United States,Lafayette,37.8919,-122.1189,26638
Netherlands,Wassenaar,52.1453,4.4006,26211
United Kingdom,Coulsdon,51.3211,-0.1386,25695
Brazil,Veranópolis,-28.9358,-51.5489,26533
Brazil,Coração de Jesus,-16.685,-44.365,26611
Romania,F?lticeni,47.4625,26.3,25723
Syria,Az Zabad?n?,33.7247,36.1003,26285
Russia,Dalnerechensk,45.9333,133.7333,26378
Colombia,San Benito Abad,8.9272,-75.0264,26595
United States,Norco,33.9252,-117.5499,26604
Brazil,Pirapòzinho,-22.2753,-51.5,26594
United States,Immokalee,26.4253,-81.4251,26597
Colombia,San Alberto,7.7592,-73.3931,26551
Russia,Kirovsk,67.6142,33.6717,26581
Nepal,Kh??db?ri??,27.3667,87.2167,26301
Russia,Bolkhov,53.45,36,26570
Syria,A? ?anamayn,33.0711,36.1842,26268
Kazakhstan,Shalqar,47.8333,59.6,26574
South Africa,Hermanus,-34.4167,19.3,25153
Brazil,Dois Córregos,-22.3661,-48.3803,26517
Germany,Mühlacker,48.95,8.8392,26076
Russia,Severouralsk,60.15,59.9333,26543
Cuba,San Antonio del Sur,20.0569,-74.8078,26509
Philippines,Santa Margarita,12.0378,124.6578,26348
United Kingdom,Congleton,53.162,-2.217,26482
Italy,Cesenatico,44.2012,12.4007,25959
Chile,La Unión,-40.2952,-73.0822,26517
Italy,Valdagno,45.65,11.3,26016
Australia,Traralgon,-38.1958,146.5403,25485
Germany,Heppenheim,49.6415,8.645,26023
United States,Vernon Hills,42.234,-87.9608,26521
China,Zhaicun,22.6174,112.6275,26254
Brazil,São João Nepomuceno,-21.54,-43.0108,26447
United States,Pearl,32.273,-90.0918,26510
Spain,Paracuellos de Jarama,40.55,-3.5167,25917
Brazil,São Bernardo,-3.3608,-42.4178,26476
United States,Bethany,45.5613,-122.8369,26501
Brazil,Vila Rica,-10.0119,-51.1158,26496
Brazil,Senador Pompeu,-5.5878,-39.3719,26469
Brazil,Tabira,-7.5908,-37.5394,26427
Germany,Nordenham,53.5,8.4667,26193
United States,Marquette,46.544,-87.4082,26491
United States,Horsham,40.1993,-75.1665,26487
Germany,Zirndorf,49.45,10.95,25596
Romania,Olteni?a,44.0864,26.6364,24822
Italy,Iesolo,45.5331,12.6448,26199
United States,Sedalia,38.7042,-93.2351,26473
United States,Bessemer,33.3709,-86.9713,26472
Netherlands,Oisterwijk,51.5833,5.2,26140
Colombia,Balboa,2.0406,-77.2164,26384
United States,Plainview,40.7832,-73.4732,26453
Philippines,Macrohon,10.0797,124.9431,26244
Israel,Migdal Ha‘Emeq,32.6786,35.2444,25600
Germany,Butzbach,50.4367,8.6622,26197
Germany,Selm,51.6833,7.4833,26011
Brazil,Pati do Alferes,-22.4289,-43.4189,26359
Brazil,Caririaçu,-7.0419,-39.2839,26393
United Kingdom,Oldbury,52.505,-2.0159,25488
Mexico,Ocuilan de Arteaga,19,-99.4,26332
Netherlands,Beuningen,51.8667,5.7667,25882
China,Liushuquan,39.3512,118.1039,26178
Morocco,Aït Faska,31.5058,-7.7161,26210
Brazil,Canarana,-11.685,-41.7689,26382
Germany,Sangerhausen,51.4667,11.3,26297
United Kingdom,New Milton,50.76,-1.65,25717
Italy,Vignola,44.4808,11.0022,25313
United States,Batavia,41.8479,-88.311,26420
Slovakia,Topo??any,48.55,18.1833,25492
Russia,Kirovsk,59.8667,30.9833,26387
United States,Garden City,42.3244,-83.3412,26408
Germany,Ehingen an der Donau,48.2833,9.7236,26259
United States,West Milford,41.1062,-74.3913,26404
China,Lilancheng,39.2012,116.7168,25322
Colombia,Pensilvania,5.384,-75.1612,26342
United States,Chanhassen,44.8544,-93.5621,26389
El Salvador,Santo Tomás,13.6333,-89.1333,25344
France,Aurillac,44.9261,2.4406,25499
Poland,Jarocin,51.9667,17.5,26155
Brazil,Ilha Solteira,-20.4272,-51.3436,26344
United Kingdom,Daventry,52.26,-1.16,25026
Brazil,Sacramento,-19.865,-47.44,26374
Philippines,Palanas,12.15,123.9167,26222
Italy,Conversano,40.9667,17.1167,26171
Philippines,Dimasalang,12.1923,123.8592,26192
Morocco,Bourdoud,34.5922,-4.5492,26236
Czechia,Šumperk,49.9653,16.9707,25452
Italy,Termini Imerese,37.9833,13.7,26029
Italy,Arzignano,45.5203,11.3397,25605
United States,Cabot,34.9768,-92.0274,26352
Germany,Bad Honnef am Rhein,50.645,7.2269,25816
New Zealand,Pukekohe East,-37.195,174.9481,26300
Germany,Ludwigsfelde,52.2997,13.2667,26112
China,Shuanghe,33.032,109.6099,26171
Cameroon,Kalfou,10.284,14.9298,26223
Spain,Cuart de Poblet,39.4833,-0.4428,25062
United States,Vicksburg,32.3173,-90.8868,26340
China,Bangzha,24.8345,104.6721,26027
Zimbabwe,Karoi,-16.8196,29.68,25030
Germany,Bingen am Rhein,49.9669,7.895,25659
Brazil,Itaíba,-8.9478,-37.4228,26308
Italy,Sora,41.7167,13.6167,25972
Poland,Kluczbork,50.9833,18.2167,26164
Philippines,Lauaan,11.1429,122.0417,26072
United States,Upper Dublin,40.1502,-75.1813,26327
Philippines,Leon Postigo,8.1514,122.9244,26221
Philippines,Alitagtag,13.865,121.0063,25300
China,Dengjiazhuang,37.7051,115.7883,26081
Germany,Schleswig,54.5153,9.5697,25276
Niger,Ayorou,14.7318,0.9195,26290
Philippines,Tarragona,7.0491,126.4471,26225
Madagascar,Farafangana,-22.8166,47.8332,24764
United States,Brawley,32.9783,-115.5287,26309
Morocco,Bouknadel,34.1245,-6.748,25255
Germany,Geretsried,47.8667,11.4667,25275
United States,Neenah,44.167,-88.4764,26300
Ukraine,Perevalsk,48.4333,38.8167,26132
Morocco,Boureït,34.9833,-4.9167,25872
United States,Snoqualmie,47.5293,-121.8412,26289
Brazil,Quipapá,-8.8278,-36.0119,26175
Portugal,Montemor-o-Velho,40.1667,-8.6833,26171
Russia,Labytnangi,66.65,66.4,26281
Colombia,Buesaco,1.3847,-77.1564,26229
United States,Troy,40.0436,-84.2191,26281
Philippines,San Pablo,7.65,123.45,26106
United States,Hercules,38.0064,-122.2564,26276
United States,Mahwah,41.0816,-74.1856,26275
Italy,Scandiano,44.5925,10.6878,25758
Iran,Sem?rom,31.4142,51.5694,26260
United States,Lake City,30.1901,-82.647,26271
Brazil,Astorga,-23.2328,-51.6658,26209
United Kingdom,Bishop Auckland,54.6566,-1.6768,25455
Philippines,Magarao,13.6604,123.1869,25694
Guatemala,Colotenango,15.4054,-91.7156,25900
United States,Paramus,40.9455,-74.0712,26264
Germany,Lindau,47.5458,9.6839,25490
Greece,Elefsína,38.0414,23.5453,24910
United States,Okeechobee,27.2414,-80.8298,26256
Belgium,Lanaken,50.8925,5.6497,25818
Brazil,Jardim,-21.48,-56.1378,26238
France,Vierzon,47.2225,2.0694,25903
Colombia,Paz de Ariporo,5.8811,-71.8917,26237
Spain,Almuñécar,36.7339,-3.6911,25927
Georgia,Khashuri,41.9975,43.5986,26135
Ukraine,Malyn,50.7689,29.27,26204
Russia,Sasovo,54.35,41.9167,25177
United States,North Kingstown,41.5687,-71.4629,26235
China,Dongfeng,22.2479,112.3794,26129
Poland,?wiecie,53.4167,18.4333,26026
Czechia,Vsetín,49.3387,17.9962,25782
Guatemala,San Lucas Sacatepéquez,14.6095,-90.6568,25198
France,La Teste-de-Buch,44.62,-1.1457,26078
Philippines,Baleno,12.4739,123.4982,26096
Brazil,Conde,-11.8139,-37.6108,26194
China,Xishan,23.0636,115.5467,25881
China,Haoping,32.5992,108.6148,25903
United Kingdom,Wilmslow,53.325,-2.239,24497
Portugal,Tavira,37.1309,-7.6506,26167
Taiwan,Yuanchang,23.642,120.323,25840
Canada,Conception Bay South,47.5167,-52.9833,26199
Germany,Pfaffenhofen,48.5333,11.5167,25917
Italy,Castel Volturno,41.05,13.9167,25847
Brazil,Independência,-5.3958,-40.3089,26187
Germany,Kulmbach,50.1,11.4333,25915
Brazil,São Sebastião do Caí,-29.5869,-51.3758,25959
Turkey,Lice,38.4549,40.6519,26163
Brazil,Cujubim,-9.3628,-62.5853,26183
Brazil,Iaçu,-12.7669,-40.2119,26178
Chile,Puerto Varas,-41.3178,-72.9827,26172
Spain,Muchamiel,38.4136,-0.4456,25645
Czechia,Uherské Hradišt?,49.0698,17.4597,25001
Brazil,Guaraí,-8.8339,-48.51,26165
Brazil,Aracoiaba,-4.3708,-38.8139,26134
Belgium,Wetteren,51,3.8833,25477
United States,Wethersfield,41.7013,-72.6703,26171
United States,Muscatine,41.4196,-91.068,26168
Colombia,Palmar de Varela,10.7389,-74.7547,25886
Russia,Novopavlovsk,43.9636,43.6394,26106
United States,Boone,36.2111,-81.6668,26146
Brazil,Itapuranga,-15.5619,-49.9489,26125
United States,Moscow,46.7307,-116.9986,26145
Chad,Oum Hadjer,13.2833,19.6833,26136
Kyrgyzstan,Toktogul,41.8826,72.9372,26115
Brazil,Tacaratu,-9.1058,-38.15,26106
